filename,origin,label,has bbox,min_x,min_y,width,height
00012579_001.jpg,nih,no finding,0,,,,
00005254_002.jpg,nih,no finding,0,,,,
00002562_000.jpg,nih,other,0,,,,
00016484_006.jpg,nih,no finding,0,,,,
00017601_000.jpg,nih,no finding,0,,,,
00006585_006.jpg,nih,no finding,0,,,,
00001255_013.jpg,nih,consolidation,0,,,,
00029920_000.jpg,nih,infiltration,0,,,,
00009431_013.jpg,nih,infiltration,0,,,,
00018778_005.jpg,nih,consolidation,0,,,,
00015606_029.jpg,nih,no finding,0,,,,
00014940_005.jpg,nih,no finding,0,,,,
00015606_024.jpg,nih,no finding,0,,,,
00009727_045.jpg,nih,consolidation,0,,,,
00002377_000.jpg,nih,no finding,0,,,,
00015007_005.jpg,nih,heart disease,0,,,,
00013249_019.jpg,nih,other,0,,,,
00005254_005.jpg,nih,no finding,0,,,,
00013520_003.jpg,nih,no finding,0,,,,
00027441_001.jpg,nih,other,0,,,,
00017569_004.jpg,nih,other,0,,,,
00025556_021.jpg,nih,other,0,,,,
00030209_011.jpg,nih,infiltration,0,,,,
00011287_003.jpg,nih,no finding,0,,,,
00026194_011.jpg,nih,no finding,0,,,,
00027359_005.jpg,nih,no finding,0,,,,
00012276_004.jpg,nih,no finding,0,,,,
00009117_006.jpg,nih,other,0,,,,
00005724_000.jpg,nih,no finding,0,,,,
00007439_002.jpg,nih,no finding,0,,,,
00006147_002.jpg,nih,other,0,,,,
00003227_001.jpg,nih,no finding,0,,,,
00011553_043.jpg,nih,effusion,0,,,,
00007439_001.jpg,nih,no finding,0,,,,
00022815_062.jpg,nih,infiltration,0,,,,
00005175_001.jpg,nih,no finding,0,,,,
00019780_002.jpg,nih,infiltration,0,,,,
00029774_008.jpg,nih,infiltration,0,,,,
00029147_002.jpg,nih,consolidation,0,,,,
00017914_000.jpg,nih,no finding,0,,,,
00010374_001.jpg,nih,infiltration,0,,,,
00022815_048.jpg,nih,no finding,0,,,,
00008026_004.jpg,nih,no finding,0,,,,
00017424_025.jpg,nih,infiltration,0,,,,
00012654_000.jpg,nih,infiltration,0,,,,
00013687_000.jpg,nih,infiltration,0,,,,
00003538_000.jpg,nih,other,0,,,,
00001855_013.jpg,nih,no finding,0,,,,
00021211_000.jpg,nih,no finding,0,,,,
00002396_000.jpg,nih,no finding,0,,,,
00002995_000.jpg,nih,no finding,0,,,,
00024222_000.jpg,nih,no finding,0,,,,
00003661_001.jpg,nih,no finding,0,,,,
00001122_007.jpg,nih,other,0,,,,
00030152_009.jpg,nih,effusion,0,,,,
00025349_000.jpg,nih,no finding,0,,,,
00030162_023.jpg,nih,other,0,,,,
00014147_000.jpg,nih,no finding,0,,,,
00013986_000.jpg,nih,no finding,0,,,,
00010379_004.jpg,nih,no finding,0,,,,
00019967_030.jpg,nih,consolidation,0,,,,
00001583_014.jpg,nih,other,0,,,,
00013285_027.jpg,nih,other,0,,,,
00027578_000.jpg,nih,no finding,0,,,,
00011460_052.jpg,nih,no finding,0,,,,
00009334_000.jpg,nih,no finding,0,,,,
00017762_010.jpg,nih,no finding,0,,,,
00019584_000.jpg,nih,no finding,0,,,,
00014940_000.jpg,nih,heart disease,0,,,,
00022307_001.jpg,nih,no finding,0,,,,
00022051_000.jpg,nih,no finding,0,,,,
00010861_000.jpg,nih,infiltration,0,,,,
00011553_017.jpg,nih,infiltration,0,,,,
00003725_004.jpg,nih,effusion,0,,,,
00005739_000.jpg,nih,effusion,0,,,,
00001850_002.jpg,nih,no finding,0,,,,
00028873_016.jpg,nih,no finding,0,,,,
00010805_035.jpg,nih,effusion,0,,,,
00012966_000.jpg,nih,no finding,0,,,,
00013285_012.jpg,nih,other,0,,,,
00001583_013.jpg,nih,other,0,,,,
00009875_005.jpg,nih,infiltration,0,,,,
00005975_002.jpg,nih,no finding,0,,,,
00019550_011.jpg,nih,no finding,0,,,,
00017504_040.jpg,nih,no finding,0,,,,
00022634_000.jpg,nih,no finding,0,,,,
00006220_004.jpg,nih,infiltration,0,,,,
00016493_001.jpg,nih,no finding,0,,,,
00006560_000.jpg,nih,no finding,0,,,,
00015391_002.jpg,nih,no finding,0,,,,
00013249_024.jpg,nih,infiltration,0,,,,
00016550_001.jpg,nih,other,0,,,,
00012383_000.jpg,nih,no finding,0,,,,
00001875_001.jpg,nih,other,0,,,,
00006015_001.jpg,nih,no finding,0,,,,
00005365_016.jpg,nih,no finding,0,,,,
00012854_004.jpg,nih,infiltration,0,,,,
00029245_002.jpg,nih,infiltration,0,,,,
00011460_060.jpg,nih,other,0,,,,
00022815_035.jpg,nih,infiltration,0,,,,
00001946_001.jpg,nih,consolidation,0,,,,
00022815_038.jpg,nih,heart disease,0,,,,
00026634_000.jpg,nih,heart disease,0,,,,
00006951_002.jpg,nih,infiltration,0,,,,
00010737_018.jpg,nih,no finding,0,,,,
00008026_000.jpg,nih,no finding,0,,,,
00005200_008.jpg,nih,no finding,0,,,,
00015412_000.jpg,nih,no finding,0,,,,
00001238_002.jpg,nih,no finding,0,,,,
00001720_002.jpg,nih,no finding,0,,,,
00023192_000.jpg,nih,no finding,0,,,,
00004861_001.jpg,nih,no finding,0,,,,
00010511_000.jpg,nih,no finding,0,,,,
00007889_000.jpg,nih,other,0,,,,
00022440_002.jpg,nih,no finding,0,,,,
00001880_003.jpg,nih,other,0,,,,
00018251_011.jpg,nih,infiltration,0,,,,
00019967_027.jpg,nih,consolidation,0,,,,
00019307_000.jpg,nih,no finding,0,,,,
00001332_000.jpg,nih,consolidation,0,,,,
00002558_002.jpg,nih,no finding,0,,,,
00007795_006.jpg,nih,other,0,,,,
00002072_017.jpg,nih,other,0,,,,
00008638_001.jpg,nih,no finding,0,,,,
00012470_011.jpg,nih,consolidation,0,,,,
00004309_005.jpg,nih,no finding,0,,,,
00006896_000.jpg,nih,no finding,0,,,,
00006296_033.jpg,nih,infiltration,0,,,,
00013615_063.jpg,nih,no finding,0,,,,
00013036_019.jpg,nih,no finding,0,,,,
00019038_004.jpg,nih,no finding,0,,,,
00028173_000.jpg,nih,infiltration,0,,,,
00012304_002.jpg,nih,no finding,0,,,,
00001719_007.jpg,nih,consolidation,0,,,,
00008488_000.jpg,nih,no finding,0,,,,
00017504_027.jpg,nih,other,0,,,,
00017124_001.jpg,nih,infiltration,0,,,,
00013608_021.jpg,nih,effusion,0,,,,
00003360_002.jpg,nih,no finding,0,,,,
00006763_009.jpg,nih,no finding,0,,,,
00021634_000.jpg,nih,no finding,0,,,,
00002427_000.jpg,nih,no finding,0,,,,
00022010_000.jpg,nih,heart disease,0,,,,
00016142_032.jpg,nih,infiltration,0,,,,
00027339_000.jpg,nih,no finding,0,,,,
00019390_003.jpg,nih,other,0,,,,
00021340_000.jpg,nih,consolidation,0,,,,
00012304_000.jpg,nih,no finding,0,,,,
00021695_007.jpg,nih,infiltration,0,,,,
00017972_005.jpg,nih,no finding,0,,,,
00010384_034.jpg,nih,infiltration,0,,,,
00001445_002.jpg,nih,no finding,0,,,,
00027728_000.jpg,nih,infiltration,0,,,,
00010805_048.jpg,nih,consolidation,0,,,,
00005079_015.jpg,nih,other,0,,,,
00009727_004.jpg,nih,infiltration,0,,,,
00020120_001.jpg,nih,no finding,0,,,,
00016829_000.jpg,nih,no finding,0,,,,
00003873_000.jpg,nih,consolidation,0,,,,
00013615_045.jpg,nih,other,0,,,,
00011822_005.jpg,nih,no finding,0,,,,
00028608_000.jpg,nih,no finding,0,,,,
00022815_053.jpg,nih,infiltration,0,,,,
00010995_004.jpg,nih,no finding,0,,,,
00026194_009.jpg,nih,other,0,,,,
00017504_049.jpg,nih,other,0,,,,
00023200_000.jpg,nih,no finding,0,,,,
00012623_000.jpg,nih,infiltration,0,,,,
00005079_020.jpg,nih,infiltration,0,,,,
00019895_001.jpg,nih,infiltration,0,,,,
00029257_000.jpg,nih,no finding,0,,,,
00030079_052.jpg,nih,no finding,0,,,,
00016142_037.jpg,nih,effusion,0,,,,
00025088_000.jpg,nih,no finding,0,,,,
00018551_000.jpg,nih,no finding,0,,,,
00020729_003.jpg,nih,no finding,0,,,,
00022634_002.jpg,nih,no finding,0,,,,
00017971_000.jpg,nih,no finding,0,,,,
00012781_001.jpg,nih,no finding,0,,,,
00027589_001.jpg,nih,effusion,0,,,,
00021926_004.jpg,nih,effusion,0,,,,
00030079_038.jpg,nih,heart disease,0,,,,
00020427_003.jpg,nih,effusion,0,,,,
00011460_024.jpg,nih,other,0,,,,
00015391_003.jpg,nih,no finding,0,,,,
00017972_028.jpg,nih,infiltration,0,,,,
00005975_001.jpg,nih,no finding,0,,,,
00017124_002.jpg,nih,infiltration,0,,,,
00029765_000.jpg,nih,infiltration,0,,,,
00030079_033.jpg,nih,no finding,0,,,,
00011741_004.jpg,nih,no finding,0,,,,
00001754_000.jpg,nih,no finding,0,,,,
00001583_001.jpg,nih,consolidation,0,,,,
00011454_000.jpg,nih,other,0,,,,
00014128_022.jpg,nih,other,0,,,,
00016175_011.jpg,nih,heart disease,0,,,,
00006951_003.jpg,nih,no finding,0,,,,
00016142_046.jpg,nih,no finding,0,,,,
00002866_005.jpg,nih,no finding,0,,,,
00011379_017.jpg,nih,no finding,0,,,,
00028341_009.jpg,nih,consolidation,0,,,,
00015606_033.jpg,nih,other,0,,,,
00027728_002.jpg,nih,infiltration,0,,,,
00030079_058.jpg,nih,infiltration,0,,,,
00004881_003.jpg,nih,no finding,0,,,,
00002619_000.jpg,nih,no finding,0,,,,
00017754_000.jpg,nih,no finding,0,,,,
00019515_001.jpg,nih,no finding,0,,,,
00030495_000.jpg,nih,no finding,0,,,,
00008297_013.jpg,nih,no finding,0,,,,
00002258_000.jpg,nih,no finding,0,,,,
00007784_000.jpg,nih,no finding,0,,,,
00013615_054.jpg,nih,heart disease,0,,,,
